,frame_no,x,y,w,h
30659,3811,1816,1676,180,180
30660,3811,2849,1636,180,180
30661,3811,2669,1835,180,180
30662,3812,2404,1731,180,180
30663,3812,1421,1267,180,180
30664,3812,1422,1260,180,180
30665,3812,2861,1604,180,180
30666,3812,1945,1744,180,180
30667,3812,2128,1824,180,180
30668,3812,2968,1669,180,180
30669,3812,1507,721,180,180
30670,3812,2491,1709,180,180
30671,3812,1816,1675,180,180
30672,3812,2669,1843,180,180
30673,3813,2495,1708,180,180
30674,3813,1817,1675,180,180
30675,3813,2961,1669,180,180
30676,3813,2668,1844,180,180
30677,3813,2408,1730,180,180
30678,3813,1437,1309,180,180
30679,3813,2858,1588,180,180
30680,3813,2128,1823,180,180
30681,3813,1507,721,180,180
30682,3814,1458,1361,180,180
30683,3814,2862,1563,180,180
30684,3814,2495,1709,180,180
30685,3814,2656,1844,180,180
30686,3814,1507,721,180,180
30687,3814,2125,1824,180,180
30688,3814,1817,1675,180,180
30689,3814,2949,1669,180,180
30690,3814,2409,1729,180,180
30691,3815,2411,1723,180,180
30692,3815,2125,1830,180,180
30693,3815,2878,1544,180,180
30694,3815,2497,1709,180,180
30695,3815,1507,721,180,180
30696,3815,2941,1676,180,180
30697,3815,1817,1675,180,180
30698,3815,2643,1844,180,180
30699,3816,2417,1723,180,180
30700,3816,2498,1712,180,180
30701,3816,2884,1541,180,180
30702,3816,1507,721,180,180
30703,3816,1523,1488,180,180
30704,3816,2928,1688,180,180
30705,3816,2630,1844,180,180
30706,3816,2123,1831,180,180
30707,3816,1817,1671,180,180
30708,3817,1507,720,180,180
30709,3817,2424,1723,180,180
30710,3817,2122,1831,180,180
30711,3817,1948,1747,180,180
30712,3817,1816,1671,180,180
30713,3817,2504,1716,180,180
30714,3817,2914,1690,180,180
30715,3817,2610,1857,180,180
30716,3817,2890,1534,180,180
30717,3817,1555,1523,180,180
30718,3818,2428,1727,180,180
30719,3818,2577,1876,180,180
30720,3818,2910,1517,180,180
30721,3818,1584,1577,180,180
30722,3818,2897,1684,180,180
30723,3818,2508,1722,180,180
30724,3818,1507,721,180,180
30725,3818,2121,1836,180,180
30726,3818,1816,1671,180,180
30727,3818,1949,1748,180,180
30728,3819,2121,1835,180,180
30729,3819,1816,1670,180,180
30730,3819,1507,721,180,180
30731,3819,2556,1882,180,180
30732,3819,1950,1749,180,180
30733,3819,2916,1509,180,180
30734,3819,2510,1725,180,180
30735,3819,1628,1623,180,180
30736,3819,2883,1697,180,180
30737,3819,2431,1729,180,180
30738,3820,2437,1735,180,180
30739,3820,1650,1642,180,180
30740,3820,2929,1483,180,180
30741,3820,2517,1730,180,180
30742,3820,2857,1715,180,180
30743,3820,1507,721,180,180
30744,3820,2528,1877,180,180
30745,3820,1816,1670,180,180
30746,3820,2122,1829,180,180
30747,3821,2830,1737,180,180
30748,3821,2936,1463,180,180
30749,3821,1950,1744,180,180
30750,3821,1661,1657,180,180
30751,3821,1507,721,180,180
30752,3821,2529,1729,180,180
30753,3821,2121,1828,180,180
30754,3821,2501,1872,180,180
30755,3821,2448,1731,180,180
30756,3821,1815,1669,180,180
30757,3822,2121,1825,180,180
30758,3822,2450,1732,180,180
30759,3822,2457,1877,180,180
30760,3822,1815,1669,180,180
30761,3822,2935,1448,180,180
30762,3822,1507,721,180,180
30763,3822,2809,1762,180,180
30764,3822,2536,1723,180,180
30765,3822,1663,1661,180,180
30766,3823,2121,1824,180,180
30767,3823,1815,1670,180,180
30768,3823,2544,1718,180,180
30769,3823,2410,1744,180,180
30770,3823,1507,721,180,180
30771,3823,1951,1745,180,180
30772,3823,2934,1439,180,180
30773,3823,2791,1770,180,180
30774,3823,2409,1889,180,180
30775,3823,1681,1670,180,180
30776,3824,2355,1909,180,180
30777,3824,2408,1769,180,180
30778,3824,2121,1824,180,180
30779,3824,2563,1717,180,180
30780,3824,1816,1670,180,180
30781,3824,2936,1437,180,180
30782,3824,1691,1683,180,180
30783,3824,1507,722,180,180
30784,3824,2769,1775,180,180
30785,3825,2121,1824,180,180
30786,3825,2328,1918,180,180
30787,3825,1507,721,180,180
30788,3825,2936,1436,180,180
30789,3825,2583,1718,180,180
30790,3825,2414,1776,180,180
30791,3825,1955,1748,180,180
30792,3825,1816,1670,180,180
30793,3825,2757,1776,180,180
30794,3825,1695,1703,180,180
30795,3826,2602,1725,180,180
30796,3826,2322,1917,180,180
30797,3826,1816,1670,180,180
30798,3826,2936,1436,180,180
30799,3826,2751,1784,180,180
30800,3826,1956,1749,180,180
30801,3826,1703,1721,180,180
30802,3826,1507,722,180,180
30803,3826,2423,1803,180,180
30804,3826,2121,1823,180,180
30805,3827,2437,1829,180,180
30806,3827,1956,1750,180,180
30807,3827,2622,1731,180,180
30808,3827,2750,1802,180,180
30809,3827,2938,1435,180,180
30810,3827,1508,722,180,180
30811,3827,1816,1671,180,180
30812,3827,2290,1903,180,180
30813,3827,2121,1823,180,180
30814,3827,1742,1737,180,180
30815,3828,2941,1435,180,180
30816,3828,1817,1670,180,180
30817,3828,1956,1749,180,180
30818,3828,2244,1908,180,180
30819,3828,2116,1824,180,180
30820,3828,2756,1805,180,180
30821,3828,2441,1830,180,180
30822,3828,2623,1730,180,180
30823,3828,1775,1770,180,180
30824,3828,1507,722,180,180
30825,3828,1522,630,180,180
30826,3829,2441,1830,180,180
30827,3829,2116,1824,180,180
30828,3829,2941,1435,180,180
30829,3829,1815,1778,180,180
30830,3829,2214,1915,180,180
30831,3829,1817,1670,180,180
30832,3829,2629,1724,180,180
30833,3829,2763,1805,180,180
30834,3829,1508,722,180,180
30835,3829,1956,1749,180,180
30836,3830,2208,1909,180,180
30837,3830,2941,1435,180,180
30838,3830,1817,1670,180,180
30839,3830,1849,1803,180,180
30840,3830,1507,722,180,180
30841,3830,2441,1831,180,180
30842,3830,2630,1724,180,180
30843,3830,2763,1804,180,180
30844,3830,2115,1824,180,180
30845,3830,1957,1749,180,180
30846,3831,2941,1435,180,180
30847,3831,2198,1902,180,180
30848,3831,2116,1824,180,180
30849,3831,1817,1670,180,180
30850,3831,2637,1722,180,180
30851,3831,2757,1809,180,180
30852,3831,2457,1842,180,180
30853,3831,1857,1815,180,180
30854,3831,1507,723,180,180
30855,3831,1958,1749,180,180
30856,3832,2941,1438,180,180
30857,3832,2941,1432,180,180
30858,3832,1957,1749,180,180
30859,3832,2115,1829,180,180
30860,3832,1817,1670,180,180
30861,3832,2649,1718,180,180
30862,3832,2483,1837,180,180
30863,3832,1864,1829,180,180
30864,3832,1507,723,180,180
30865,3832,2743,1804,180,180
30866,3832,2197,1897,180,180
30867,3833,2196,1896,180,180
30868,3833,2942,1424,180,180
30869,3833,1817,1670,180,180
30870,3833,2115,1829,180,180
30871,3833,2651,1718,180,180
30872,3833,2496,1830,180,180
30873,3833,1507,723,180,180
30874,3833,2736,1804,180,180
30875,3833,1957,1745,180,180
30876,3834,1949,1798,180,180
30877,3834,2655,1717,180,180
30878,3834,1817,1670,180,180
30879,3834,2115,1831,180,180
30880,3834,2730,1815,180,180
30881,3834,2511,1822,180,180
30882,3834,1507,723,180,180
30883,3834,2948,1415,180,180
30884,3835,2115,1831,180,180
30885,3835,1817,1670,180,180
30886,3835,1945,1862,180,180
30887,3835,2722,1825,180,180
30888,3835,2949,1409,180,180
30889,3835,1507,723,180,180
30890,3835,2655,1721,180,180
30891,3835,2195,1902,180,180
30892,3835,2515,1821,180,180
30893,3836,2116,1829,180,180
30894,3836,2515,1821,180,180
30895,3836,2196,1903,180,180
30896,3836,1982,1869,180,180
30897,3836,1508,723,180,180
30898,3836,2656,1723,180,180
30899,3836,2709,1836,180,180
30900,3836,1817,1671,180,180
30901,3837,1958,1741,180,180
30902,3837,1817,1670,180,180
30903,3837,2028,1884,180,180
30904,3837,2117,1829,180,180
30905,3837,1507,723,180,180
30906,3837,2555,1845,180,180
30907,3837,2694,1837,180,180
30908,3837,2977,1395,180,180
30909,3837,2656,1730,180,180
30910,3837,1958,1747,180,180
30911,3838,2656,1731,180,180
30912,3838,1957,1744,180,180
30913,3838,2191,1904,180,180
30914,3838,2996,1390,180,180
30915,3838,2037,1896,180,180
30916,3838,2122,1823,180,180
30917,3838,2682,1830,180,180
30918,3838,2588,1848,180,180
30919,3838,1817,1670,180,180
30920,3838,1507,723,180,180
30921,3839,3024,1384,180,180
30922,3839,2190,1910,180,180
30923,3839,1817,1670,180,180
30924,3839,1507,724,180,180
30925,3839,2121,1818,180,180
30926,3839,2045,1903,180,180
30927,3839,1956,1748,180,180
30928,3839,2590,1849,180,180
30929,3839,2676,1837,180,180
30930,3839,2657,1737,180,180
30931,3840,2657,1738,180,180
30932,3840,1507,724,180,180
30933,3840,1817,1670,180,180
30934,3840,2590,1855,180,180
30935,3840,1957,1749,180,180
30936,3840,3042,1377,180,180
30937,3840,2062,1903,180,180
30938,3840,2682,1835,180,180
30939,3840,2121,1818,180,180
30940,3841,1507,724,180,180
30941,3841,1520,634,180,180
30942,3841,2195,1922,180,180
30943,3841,2070,1909,180,180
30944,3841,3043,1377,180,180
30945,3841,2590,1854,180,180
30946,3841,2683,1837,180,180
30947,3841,1957,1749,180,180
30948,3841,1817,1670,180,180
30949,3841,2121,1818,180,180
30950,3841,2661,1738,180,180
30951,3842,2190,1922,180,180
30952,3842,1957,1748,180,180
30953,3842,2121,1817,180,180
30954,3842,1817,1670,180,180
30955,3842,2588,1854,180,180
30956,3842,2076,1915,180,180
30957,3842,2683,1842,180,180
30958,3842,2662,1738,180,180
30959,3842,3043,1377,180,180
30960,3842,1507,724,180,180
30961,3843,2190,1919,180,180
30962,3843,2190,1911,180,180
30963,3843,2121,1817,180,180
30964,3843,1957,1748,180,180
30965,3843,1817,1670,180,180
30966,3843,2683,1845,180,180
30967,3843,3043,1377,180,180
30968,3843,2075,1911,180,180
30969,3843,2661,1742,180,180
30970,3843,2595,1850,180,180
30971,3843,1507,724,180,180
30972,3844,2185,1911,180,180
30973,3844,3043,1377,180,180
30974,3844,2688,1849,180,180
30975,3844,2072,1910,180,180
30976,3844,1507,728,180,180
30977,3844,2661,1742,180,180
30978,3844,1817,1670,180,180
30979,3844,1958,1748,180,180
30980,3844,2591,1828,180,180
30981,3844,2118,1817,180,180
30982,3844,2184,1919,180,180
30983,3845,2183,1917,180,180
30984,3845,1961,1745,180,180
30985,3845,1817,1670,180,180
30986,3845,2117,1816,180,180
30987,3845,3043,1377,180,180
30988,3845,2070,1909,180,180
30989,3845,1508,729,180,180
30990,3845,2596,1809,180,180
30991,3845,2661,1742,180,180
30992,3845,2689,1849,180,180
30993,3846,2690,1850,180,180
30994,3846,2180,1924,180,180
30995,3846,2118,1816,180,180
30996,3846,1958,1745,180,180
30997,3846,1817,1670,180,180
30998,3846,2069,1904,180,180
30999,3846,2585,1804,180,180
31000,3846,2661,1742,180,180
31001,3846,3043,1376,180,180
31002,3846,1508,729,180,180
31003,3847,1958,1745,180,180
31004,3847,2662,1738,180,180
31005,3847,2576,1790,180,180
31006,3847,1508,729,180,180
31007,3847,2688,1856,180,180
31008,3847,2177,1924,180,180
31009,3847,2068,1903,180,180
31010,3847,1817,1670,180,180
31011,3847,2117,1815,180,180
31012,3847,3043,1377,180,180
31013,3848,2178,1925,180,180
31014,3848,1957,1745,180,180
31015,3848,2662,1738,180,180
31016,3848,1817,1670,180,180
31017,3848,2677,1855,180,180
31018,3848,2563,1782,180,180
31019,3848,2063,1897,180,180
31020,3848,3043,1376,180,180
31021,3848,1508,729,180,180
31022,3848,2117,1815,180,180
31023,3849,2568,1775,180,180
31024,3849,2118,1815,180,180
31025,3849,1817,1670,180,180
31026,3849,2056,1891,180,180
31027,3849,2670,1845,180,180
31028,3849,2664,1736,180,180
31029,3849,1956,1744,180,180
31030,3849,3043,1376,180,180
31031,3849,1508,729,180,180
31032,3850,2208,1923,180,180
31033,3850,2121,1815,180,180
31034,3850,1817,1670,180,180
31035,3850,2664,1843,180,180
31036,3850,2569,1769,180,180
31037,3850,3043,1376,180,180
31038,3850,2670,1730,180,180
31039,3850,1956,1742,180,180
31040,3850,1507,729,180,180
31041,3850,2051,1891,180,180
31042,3851,2677,1724,180,180
31043,3851,2044,1890,180,180
31044,3851,2211,1924,180,180
31045,3851,2569,1764,180,180
31046,3851,2121,1815,180,180
31047,3851,2664,1844,180,180
31048,3851,1816,1671,180,180
31049,3851,1508,730,180,180
31050,3851,3043,1376,180,180
31051,3851,1957,1742,180,180
31052,3852,2689,1718,180,180
31053,3852,2571,1751,180,180
31054,3852,3043,1376,180,180
31055,3852,2211,1923,180,180
31056,3852,2656,1851,180,180
31057,3852,1956,1743,180,180
31058,3852,2042,1890,180,180
31059,3852,1816,1670,180,180
31060,3852,2121,1815,180,180
31061,3852,1509,731,180,180
31062,3853,2583,1738,180,180
31063,3853,2038,1888,180,180
31064,3853,2118,1816,180,180
31065,3853,1816,1670,180,180
31066,3853,2701,1716,180,180
31067,3853,1509,730,180,180
31068,3853,2656,1858,180,180
31069,3853,3043,1376,180,180
31070,3853,1955,1742,180,180
31071,3854,2118,1816,180,180
31072,3854,1816,1670,180,180
31073,3854,1509,734,180,180
31074,3854,2657,1858,180,180
31075,3854,2589,1737,180,180
31076,3854,2197,1916,180,180
31077,3854,3043,1376,180,180
31078,3854,1955,1743,180,180
31079,3854,2717,1722,180,180
31080,3854,2037,1887,180,180
31081,3855,2597,1737,180,180
31082,3855,1509,735,180,180
31083,3855,2656,1856,180,180
31084,3855,3043,1376,180,180
31085,3855,2736,1725,180,180
31086,3855,1957,1743,180,180
31087,3855,2195,1904,180,180
31088,3855,1816,1670,180,180
31089,3855,2118,1816,180,180
31090,3855,2036,1883,180,180
31091,3856,2116,1815,180,180
31092,3856,2591,1743,180,180
31093,3856,2656,1851,180,180
31094,3856,1509,735,180,180
31095,3856,2757,1731,180,180
31096,3856,1956,1743,180,180
31097,3856,2035,1882,180,180
31098,3856,3043,1376,180,180
31099,3856,1816,1670,180,180
31100,3856,2189,1903,180,180
31101,3857,2115,1811,180,180
31102,3857,1961,1745,180,180
31103,3857,1816,1670,180,180
31104,3857,1509,736,180,180
31105,3857,3043,1376,180,180
31106,3857,2769,1738,180,180
31107,3857,2655,1852,180,180
31108,3857,2031,1882,180,180
31109,3857,2590,1749,180,180
31110,3857,2170,1909,180,180
31111,3858,1962,1748,180,180
31112,3858,2115,1810,180,180
31113,3858,2154,1918,180,180
31114,3858,1816,1670,180,180
31115,3858,3043,1376,180,180
31116,3858,1509,736,180,180
31117,3858,2649,1857,180,180
31118,3858,2775,1737,180,180
31119,3859,1965,1747,180,180
31120,3859,2783,1736,180,180
31121,3859,2642,1864,180,180
31122,3859,3043,1376,180,180
31123,3859,1509,736,180,180
31124,3859,1816,1670,180,180
31125,3859,2137,1915,180,180
31126,3859,2114,1810,180,180
31127,3859,2028,1880,180,180
31128,3860,3043,1376,180,180
31129,3860,1509,736,180,180
31130,3860,2636,1865,180,180
31131,3860,2024,1876,180,180
31132,3860,2790,1735,180,180
31133,3860,2584,1751,180,180
31134,3860,1816,1671,180,180
31135,3860,2115,1810,180,180
31136,3860,2135,1911,180,180
31137,3861,2796,1731,180,180
31138,3861,2023,1873,180,180
31139,3861,2136,1910,180,180
31140,3861,2628,1865,180,180
31141,3861,2110,1808,180,180
31142,3861,1509,736,180,180
31143,3861,1816,1671,180,180
31144,3861,1964,1745,180,180
31145,3861,3044,1376,180,180
31146,3862,3050,1364,180,180
31147,3862,1816,1671,180,180
31148,3862,2108,1803,180,180
31149,3862,2137,1902,180,180
31150,3862,1964,1744,180,180
31151,3862,1508,736,180,180
31152,3862,2797,1731,180,180
31153,3862,2616,1870,180,180
31154,3863,2163,1901,180,180
31155,3863,2603,1871,180,180
31156,3863,2804,1729,180,180
31157,3863,1508,736,180,180
31158,3863,3056,1348,180,180
31159,3863,1816,1671,180,180
31160,3863,2108,1797,180,180
31161,3863,1963,1745,180,180
31162,3864,3062,1324,180,180
31163,3864,1816,1671,180,180
31164,3864,2104,1796,180,180
31165,3864,1968,1749,180,180
31166,3864,2815,1730,180,180
31167,3864,1508,736,180,180
31168,3864,2590,1871,180,180
31169,3864,2181,1895,180,180
31170,3865,2197,1883,180,180
31171,3865,1508,737,180,180
31172,3865,2567,1871,180,180
31173,3865,1816,1671,180,180
31174,3865,2022,1869,180,180
31175,3865,3063,1317,180,180
31176,3865,2104,1796,180,180
31177,3865,2823,1736,180,180
31178,3865,2588,1755,180,180
31179,3866,2222,1859,180,180
31180,3866,2584,1750,180,180
31181,3866,1508,737,180,180
31182,3866,2104,1795,180,180
31183,3866,2829,1736,180,180
31184,3866,3064,1315,180,180
31185,3866,2529,1883,180,180
31186,3866,1816,1671,180,180
31187,3867,2238,1824,180,180
31188,3867,2107,1795,180,180
31189,3867,1816,1671,180,180
31190,3867,1509,737,180,180
31191,3867,2495,1897,180,180
31192,3867,2829,1737,180,180
31193,3867,3063,1309,180,180
31194,3868,2581,1744,180,180
31195,3868,2236,1790,180,180
31196,3868,1816,1671,180,180
31197,3868,2108,1795,180,180
31198,3868,3069,1291,180,180
31199,3868,2831,1736,180,180
31200,3868,2457,1915,180,180
31201,3868,1509,736,180,180
31202,3869,2217,1752,180,180
31203,3869,2104,1794,180,180
31204,3869,3075,1262,180,180
31205,3869,1816,1671,180,180
31206,3869,2582,1745,180,180
31207,3869,2830,1732,180,180
31208,3869,2443,1918,180,180
31209,3869,1508,737,180,180
31210,3870,2190,1728,180,180
31211,3870,1816,1671,180,180
31212,3870,3088,1221,180,180
31213,3870,2577,1743,180,180
31214,3870,1942,1756,180,180
31215,3870,2103,1791,180,180
31216,3870,2430,1911,180,180
31217,3870,2836,1729,180,180
31218,3870,1508,737,180,180
31219,3871,2581,1748,180,180
31220,3871,1508,737,180,180
31221,3871,1816,1671,180,180
31222,3871,3090,1203,180,180
31223,3871,2841,1723,180,180
31224,3871,2169,1710,180,180
31225,3871,2097,1790,180,180
31226,3871,2409,1909,180,180
31227,3871,1922,1749,180,180
31228,3872,3090,1210,180,180
31229,3872,2096,1790,180,180
31230,3872,1509,737,180,180
31231,3872,1914,1742,180,180
31232,3872,1816,1670,180,180
31233,3872,2842,1716,180,180
31234,3872,2578,1749,180,180
31235,3872,2389,1896,180,180
31236,3872,2150,1703,180,180
31237,3873,1513,736,180,180
31238,3873,2575,1751,180,180
31239,3873,3082,1225,180,180
31240,3873,1816,1671,180,180
31241,3873,2341,1901,180,180
31242,3873,2144,1703,180,180
31243,3873,2844,1709,180,180
31244,3873,2095,1790,180,180
31245,3874,1909,1742,180,180
31246,3874,2096,1790,180,180
31247,3874,2135,1695,180,180
31248,3874,3076,1224,180,180
31249,3874,1816,1670,180,180
31250,3874,2277,1908,180,180
31251,3874,1513,736,180,180
31252,3874,2572,1755,180,180
31253,3874,2849,1704,180,180
31254,3875,1908,1736,180,180
31255,3875,2134,1683,180,180
31256,3875,1513,737,180,180
31257,3875,1816,1671,180,180
31258,3875,2097,1791,180,180
31259,3875,2570,1756,180,180
31260,3875,2854,1703,180,180
31261,3875,2243,1916,180,180
31262,3876,2124,1672,180,180
31263,3876,2570,1757,180,180
31264,3876,2234,1915,180,180
31265,3876,2097,1794,180,180
31266,3876,1816,1671,180,180
31267,3876,2857,1703,180,180
31268,3876,1513,737,180,180
31269,3877,2121,1654,180,180
31270,3877,3062,1295,180,180
31271,3877,2136,1768,180,180
31272,3877,1897,1724,180,180
31273,3877,1816,1671,180,180
31274,3877,2017,1868,180,180
31275,3877,2855,1703,180,180
31276,3877,2571,1757,180,180
31277,3877,2202,1897,180,180
31278,3877,1513,737,180,180
31279,3878,2104,1647,180,180
31280,3878,1896,1727,180,180
31281,3878,2570,1757,180,180
31282,3878,2023,1867,180,180
31283,3878,2096,1794,180,180
31284,3878,1513,737,180,180
31285,3878,1816,1671,180,180
31286,3878,2857,1703,180,180
31287,3878,2182,1897,180,180
31288,3878,3062,1314,180,180
31289,3879,1888,1721,180,180
31290,3879,1513,737,180,180
31291,3879,2024,1867,180,180
31292,3879,1816,1671,180,180
31293,3879,2575,1757,180,180
31294,3879,2175,1903,180,180
31295,3879,2857,1703,180,180
31296,3879,2101,1638,180,180
31297,3880,1878,1719,180,180
31298,3880,2095,1629,180,180
31299,3880,2857,1704,180,180
31300,3880,2095,1794,180,180
31301,3880,1513,737,180,180
31302,3880,1815,1670,180,180
31303,3880,2595,1749,180,180
31304,3880,2162,1902,180,180
31305,3880,2022,1864,180,180
31306,3880,3071,1316,180,180
31307,3881,1881,1720,180,180
31308,3881,2095,1794,180,180
31309,3881,3105,1274,180,180
31310,3881,1513,737,180,180
31311,3881,1816,1671,180,180
31312,3881,2023,1864,180,180
31313,3881,2094,1624,180,180
31314,3881,2142,1891,180,180
31315,3881,2857,1704,180,180
31316,3881,2598,1745,180,180
31317,3882,2136,1898,180,180
31318,3882,2601,1748,180,180
31319,3882,1513,737,180,180
31320,3882,1816,1671,180,180
31321,3882,2022,1863,180,180
31322,3882,2857,1703,180,180
31323,3882,1883,1713,180,180
31324,3882,2102,1634,180,180
31325,3883,2089,1617,180,180
31326,3883,1513,737,180,180
31327,3883,1816,1671,180,180
31328,3883,2610,1738,180,180
31329,3883,2131,1898,180,180
31330,3883,2857,1703,180,180
31331,3884,1877,1717,180,180
31332,3884,2624,1718,180,180
31333,3884,1816,1674,180,180
31334,3884,2089,1617,180,180
31335,3884,3071,1302,180,180
31336,3884,2121,1889,180,180
31337,3884,2857,1703,180,180
31338,3884,1513,737,180,180
31339,3885,2121,1885,180,180
31340,3885,1816,1675,180,180
31341,3885,2089,1617,180,180
31342,3885,3075,1281,180,180
31343,3885,2630,1716,180,180
31344,3885,2857,1703,180,180
31345,3885,1513,737,180,180
31346,3886,2090,1616,180,180
31347,3886,1816,1674,180,180
31348,3886,3082,1256,180,180
31349,3886,2121,1884,180,180
31350,3886,2630,1716,180,180
31351,3886,2857,1703,180,180
31352,3886,1513,737,180,180
31353,3887,2097,1618,180,180
31354,3887,1513,737,180,180
31355,3887,2122,1888,180,180
31356,3887,3089,1237,180,180
31357,3887,2857,1704,180,180
31358,3887,2630,1716,180,180
31359,3887,1816,1674,180,180
31360,3888,1513,737,180,180
31361,3888,2096,1622,180,180
31362,3888,3083,1216,180,180
31363,3888,2020,1862,180,180
31364,3888,2644,1699,180,180
31365,3888,2858,1703,180,180
31366,3888,2123,1891,180,180
31367,3888,1816,1674,180,180
31368,3889,2129,1898,180,180
31369,3889,1513,737,180,180
31370,3889,1816,1674,180,180
31371,3889,2096,1621,180,180
31372,3889,2861,1703,180,180
31373,3889,2669,1685,180,180
31374,3890,1513,737,180,180
31375,3890,1816,1674,180,180
31376,3890,2134,1905,180,180
31377,3890,2861,1703,180,180
31378,3890,2020,1871,180,180
31379,3890,2670,1685,180,180
31380,3890,2096,1621,180,180
31381,3891,1816,1674,180,180
31382,3891,2096,1621,180,180
31383,3891,2130,1905,180,180
31384,3891,2861,1703,180,180
31385,3891,2017,1876,180,180
31386,3891,2677,1684,180,180
31387,3891,1513,737,180,180
31388,3892,1815,1671,180,180
31389,3892,2695,1685,180,180
31390,3892,2017,1875,180,180
31391,3892,2861,1703,180,180
31392,3892,2129,1905,180,180
31393,3892,1513,737,180,180
31394,3892,2096,1618,180,180
31395,3893,1513,741,180,180
31396,3893,2130,1903,180,180
31397,3893,2861,1703,180,180
31398,3893,2024,1871,180,180
31399,3893,2096,1618,180,180
31400,3893,1816,1671,180,180
31401,3893,2724,1694,180,180
31402,3894,1872,1710,180,180
31403,3894,3061,1217,180,180
31404,3894,2024,1871,180,180
31405,3894,2116,1804,180,180
31406,3894,2861,1703,180,180
31407,3894,2137,1898,180,180
31408,3894,2730,1696,180,180
31409,3894,1513,737,180,180
31410,3895,3061,1212,180,180
31411,3895,2131,1903,180,180
31412,3895,2730,1696,180,180
31413,3895,2861,1703,180,180
31414,3895,2024,1871,180,180
31415,3895,1870,1710,180,180
31416,3895,1816,1671,180,180
31417,3895,2095,1622,180,180
31418,3895,2123,1795,180,180
31419,3895,1513,741,180,180
31420,3896,1865,1711,180,180
31421,3896,2089,1625,180,180
31422,3896,2131,1788,180,180
31423,3896,2738,1702,180,180
31424,3896,2024,1875,180,180
31425,3896,1514,741,180,180
31426,3896,2862,1703,180,180
31427,3896,2124,1908,180,180
31428,3896,3067,1202,180,180
31429,3896,1816,1671,180,180
31430,3897,2144,1771,180,180
31431,3897,1862,1715,180,180
31432,3897,2862,1703,180,180
31433,3897,2751,1703,180,180
31434,3897,3068,1185,180,180
31435,3897,1514,741,180,180
31436,3897,2029,1882,180,180
31437,3897,1816,1674,180,180
31438,3897,2125,1909,180,180
31439,3897,2082,1629,180,180
31440,3898,1816,1671,180,180
31441,3898,1858,1715,180,180
31442,3898,2081,1631,180,180
31443,3898,2769,1705,180,180
31444,3898,2031,1884,180,180
31445,3898,2864,1702,180,180
31446,3898,2156,1762,180,180
31447,3898,2128,1908,180,180
31448,3898,1514,741,180,180
31449,3898,3068,1157,180,180
31450,3899,1857,1715,180,180
31451,3899,2075,1632,180,180
31452,3899,1514,741,180,180
31453,3899,1816,1671,180,180
31454,3899,2867,1701,180,180
31455,3899,2031,1884,180,180
31456,3899,2154,1762,180,180
31457,3899,2775,1709,180,180
31458,3899,2129,1910,180,180
31459,3899,3070,1131,180,180
31460,3900,1856,1716,180,180
31461,3900,2032,1884,180,180
31462,3900,1815,1671,180,180
31463,3900,3063,1108,180,180
31464,3900,2868,1701,180,180
31465,3900,2154,1762,180,180
31466,3900,2777,1704,180,180
31467,3900,2129,1910,180,180
31468,3900,1514,741,180,180
31469,3901,1856,1712,180,180
31470,3901,3071,1064,180,180
31471,3901,2028,1877,180,180
31472,3901,1816,1674,180,180
31473,3901,2868,1702,180,180
31474,3901,2150,1763,180,180
31475,3901,2783,1703,180,180
31476,3901,2129,1910,180,180
31477,3901,1514,741,180,180
31478,3902,1856,1712,180,180
31479,3902,2783,1703,180,180
31480,3902,1816,1674,180,180
31481,3902,2148,1762,180,180
31482,3902,3082,1036,180,180
31483,3902,2868,1702,180,180
31484,3902,2022,1881,180,180
31485,3902,2130,1910,180,180
31486,3902,1514,741,180,180
31487,3903,1856,1712,180,180
31488,3903,2078,1630,180,180
31489,3903,1815,1671,180,180
31490,3903,1514,741,180,180
31491,3903,2868,1702,180,180
31492,3903,2021,1882,180,180
31493,3903,2784,1704,180,180
31494,3903,3096,988,180,180
31495,3903,2147,1762,180,180
31496,3904,1855,1715,180,180
31497,3904,2074,1630,180,180
31498,3904,2147,1762,180,180
31499,3904,2788,1708,180,180
31500,3904,1816,1674,180,180
31501,3904,1514,741,180,180
31502,3904,2868,1702,180,180
31503,3904,2018,1882,180,180
31504,3904,3130,936,180,180
31505,3904,2130,1911,180,180
31506,3905,1855,1711,180,180
31507,3905,2141,1762,180,180
31508,3905,1514,741,180,180
31509,3905,2868,1702,180,180
31510,3905,3168,883,180,180
31511,3905,2016,1881,180,180
31512,3905,2789,1710,180,180
31513,3905,2130,1911,180,180
31514,3905,1816,1670,180,180
31515,3906,1816,1671,180,180
31516,3906,2788,1711,180,180
31517,3906,2137,1758,180,180
31518,3906,3190,837,180,180
31519,3906,2869,1701,180,180
31520,3906,2128,1910,180,180
31521,3906,1514,741,180,180
31522,3907,1913,1740,180,180
31523,3907,2790,1716,180,180
31524,3907,1514,741,180,180
31525,3907,1815,1670,180,180
31526,3907,2135,1757,180,180
31527,3907,2870,1702,180,180
31528,3907,3191,828,180,180
31529,3907,2124,1910,180,180
31530,3907,2014,1877,180,180
31531,3908,2790,1715,180,180
31532,3908,1815,1670,180,180
31533,3908,2135,1757,180,180
31534,3908,2870,1698,180,180
31535,3908,3190,828,180,180
31536,3908,2124,1910,180,180
31537,3908,1514,741,180,180
31538,3909,3189,824,180,180
